,PATTERN,RECODING2,TOTAL_OCCURRENCES
6898,j l ec org,ECONOMICS,6
6899,j midwest finance as,FINANCE,6
6900,j natl cancer i,HEALTH,6
6901,j negro educ,EDUCATION,6
6902,j oper res soc,BUSINESS,6
6903,j pension econ finan,FINANCE,6
6904,j pers assess,PSYCHOLOGY,6
6905,j political econ sep,ECONOMICS,6
6906,j quantitative crimi,SOCIOLOGY,6
6907,j royal stat soc dec,STATISTICS,6
6908,j royal stat soc may,STATISTICS,6
6909,j royal statistica 1,STATISTICS,6
6910,j stat phys,GENERAL SCIENTIFIC,6
6911,j symbolic logic,MATHEMATICS,6
6912,j urban aff,URBAN STUDIES,6
6913,jahrbucher nationalo,ECONOMICS,6
6914,japanese ec,ECONOMICS,6
6915,jl ec,ECONOMICS,6
6916,job horizons,STATISTICAL DATA,6
6917,joint ec comm stud,ECONOMICS,6
6918,journ barb int un am,DK,6
6919,journal of african economies,ECONOMICS,6
6920,journal of the institute of mathematics and its applications,MATHEMATICS,6
6921,jpe 2,ECONOMICS,6
6922,keizai hyoron,ECONOMICS,6
6923,keizai kenkyu,ECONOMICS,6
6924,knights raiders targ,BUSINESS,6
6925,kommunist,POLSCIENCE,6
6926,kozgazdasagi szemle,ECONOMICS,6
6927,labor force particip,ECONOMICS,6
6928,labor relations boar,ECONOMICS,6
6929,labour market adjust,ECONOMICS,6
6930,latin am adjustment,ECONOMICS,6
6931,law ec,ECONOMICS,6
6932,law finance corporat,BUSINESS,6
6933,lecons theorie micro,ECONOMICS,6
6934,lect functional equa,MATHEMATICS,6
6935,lecture notes econom,ECONOMICS,6
6936,lectures differentia,MATHEMATICS,6
6937,lectures economic,ECONOMICS,6
6938,lectures ordinary di,MATHEMATICS,6
6939,liberty,DK,6
6940,life insurance,FINANCE,6
6941,liiketaloudellinen a,BUSINESS,6
6942,limiting exchange ra,FINANCE,6
6943,linear stat inferenc,STATISTICS,6
6944,linear topological s,MATHEMATICS,6
6945,logic limits bankrup,BUSINESS,6
6946,lond,DK,6
6947,lond sch ec ctr l,DK,6
6948,long term economic s,ECONOMICS,6
6949,lse fin mark gro,FINANCE,6
6950,macroeconomic conseq,ECONOMICS,6
6951,macroECONOMICSself,ECONOMICS,6
6952,making ec policy t c,ECONOMICS,6
6953,making votes count,POLSCIENCE,6
6954,management adm,PUBLIC POL,6
6955,managerial revolutio,BUSINESS,6
6956,managing global comm,ECONOMICS,6
6957,manpower economic gr,ECONOMICS,6
6958,manual,DK,6
6959,mar policy,DK,6
6960,market lett,FINANCE,6
6961,market structure org,FINANCE,6
6962,markov processes cha,STATISTICS,6
6963,marxism central plan,ECONOMICS,6
6964,marxs economics,ECONOMICS,6
6965,masquerade monopoly,ECONOMICS,6
6966,mass consumption soc,ECONOMICS,6
6967,math operations res,MATHEMATICS,6
6968,math politics,POLSCIENCE,6
6969,math program stud,MATHEMATICS,6
6970,math psychics essay,MATHEMATICS,6
6971,math topics ec theor,ECONOMICS,6
6972,mathematical applica,MATHEMATICS,6
6973,mathematics decisi 2,MATHEMATICS,6
6974,matrix differential,MATHEMATICS,6
6975,maturity stagnation,ECONOMICS,6
6976,may aer pap p,ECONOMICS,6
6977,may am ec rev pap p,ECONOMICS,6
6978,mcmast u dep ec,ECONOMICS,6
6979,measurement portfoli,FINANCE,6
6980,measuring income ine,ECONOMICS,6
6981,mechanism ec systems,ECONOMICS,6
6982,med innovation diffu,HEALTH,6
6983,mem cognition,PSYCHOLOGY,6
6984,menu costs multiprod,ECONOMICS,6
6985,merg guid,BUSINESS,6
6986,metropolis 1985,URBAN STUDIES,6
6987,michigan business re,BUSINESS,6
6988,microstatics,ECONOMICS,6
6989,mind soc,OTHER,6
6990,mit ctr en env,NATURAL SCIENCES,6
6991,mit sloan sch,DK,6
6992,mixing properties ex,STATISTICS,6
6993,mobilization partici,POLSCIENCE,6
6994,modelling financial,FINANCE,6
6995,modelling individual,DK,6
6996,modern factor anal,STATISTICS,6
6997,modern firm org desi,BUSINESS,6
6998,modern france,SOCIOLOGY,6
6999,modern public financ,PUBLIC POL,6
7000,momentum investment,FINANCE,6
7001,mon cred their infl,ECONOMICS,6
7002,monday,DK,6
7003,monetarist perspecti,ECONOMICS,6
7004,monetary hist uk 187,ECONOMICS,6
7005,monetary policy inte,ECONOMICS,6
7006,monetary reconstruct,ECONOMICS,6
7007,money balance paymen,ECONOMICS,6
7008,money capital mobili,FINANCE,6
7009,money exchange europ,FINANCE,6
7010,money income monetar,ECONOMICS,6
7011,money interest banki,FINANCE,6
7012,money motivation,PSYCHOLOGY,6
7013,money multinational,BUSINESS,6
7014,money prices civiliz,SOCIOLOGY,6
7015,money value man,ECONOMICS,6
7016,monitoring european,DK,6
7017,monthly b stat,STATISTICAL DATA,6
7018,monthly labor re apr,STATISTICAL DATA,6
7019,mood ind man,DK,6
7020,multinational financ,FINANCE,6
7021,multiple signalling,ECONOMICS,6
7022,multivariate analysi,STATISTICS,6
7023,n holland hdb operat,BUSINESS,6
7024,nagoya math j,MATHEMATICS,6
7025,nassau senior classi,ECONOMICS,6
7026,nat bur econ res com,ECONOMICS,6
7027,nat inc exp,ECONOMICS,6
7028,national income,ECONOMICS,6
7029,national incomes int,ECONOMICS,6
7030,nations capital need,ECONOMICS,6
7031,natl income its purc,ECONOMICS,6
7032,natl income s,ECONOMICS,6
7033,natl tax ass p,ECONOMICS,6
7034,natl westm bank q r,ECONOMICS,6
7035,natural resource abu,NATURAL SCIENCES,6
7036,naval research logis,BUSINESS,6
7037,nber e a ec,ECONOMICS,6
7038,nber macroe in press,ECONOMICS,6
7039,nber macroECONOMICSannual,ECONOMICS,6
7040,nber manufacturing p,STATISTICAL DATA,6
7041,ne regional sci rev,URBAN STUDIES,6
7042,negroes cities,URBAN STUDIES,6
7043,neth sch ec ec,ECONOMICS,6
7044,netw world trad,ECONOMICS,6
7045,new am ec demographi,ECONOMICS,6
7046,new developments tea,EDUCATION,6
7047,new inequalities,SOCIOLOGY,6
7048,new philos public de,PUBLIC POL,6
7049,new view ec growth,ECONOMICS,6
7050,new world welfare,ECONOMICS,6
7051,new york u sal b,DK,6
7052,new york u st,DK,6
7053,nonlinear differenti,MATHEMATICS,6
7054,nonlinear dynamics c,MATHEMATICS,6
7055,nonlinear dynamics e,ECONOMICS,6
7056,nonparametric regres,STATISTICS,6
7057,nonparametric stat s,STATISTICS,6
7058,notion equilibrium e,DK,6
7059,numerical methods st,STATISTICS,6
7060,nutr poverty,AGRICULTURE,6
7061,nutr surv rur bangl,AGRICULTURE,6
7062,ny rev books,MEDIA,6
7063,ny times mag,MEDIA,6
7064,object oriented matr,COMPUTER,6
7065,observer,MEDIA,6
7066,occupational licensu,ECONOMICS,6
7067,oecd ec surv norw 19,STATISTICAL DATA,6
7068,oecd jobs stud,STATISTICAL DATA,6
7069,off rep typ un,DK,6
7070,old s new s revoluti,HISTORY,6
7071,one kind freedom ec,ECONOMICS,6
7072,opec behavior world,FINANCE,6
7073,optima,GENERAL SCIENTIFIC,6
7074,optimal control intr,GENERAL SCIENTIFIC,6
7075,optimal unempl unpub,ECONOMICS,6
7076,optimization theory,MATHEMATICS,6
7077,or spektrum,BUSINESS,6
7078,order conflict cont,SOCIOLOGY,6
7079,organ dyn,BUSINESS,6
7080,oriental ec,ECONOMICS,6
7081,os u i soc ec re,ECONOMICS,6
7082,other peoples money,FINANCE,6
7083,over counter securit,FINANCE,6
7084,p am stat assoc,STATISTICS,6
7085,p blow ass,DK,6
7086,p c sav res fin,FINANCE,6
7087,p i m u,DK,6
7088,p r soc b,NATURAL SCIENCES,6
7089,pac aff,DK,6
7090,panel data labor mar,STATISTICAL DATA,6
7091,papers p am ec rev,ECONOMICS,6
7092,papers p regional sc,URBAN STUDIES,6
7093,parents children inc,DK,6
7094,passing baton managi,BUSINESS,6
7095,patents corporation,LAW,6
7096,pattern corporate fi,BUSINESS,6
7097,patterns technologic,ECONOMICS,6
7098,pawns potentates rea,BUSINESS,6
7099,pay org effectivenes,PSYCHOLOGY,6
7100,pch25,DK,6
7101,peoples choice,SOCIOLOGY,6
7102,performance bank hol,FINANCE,6
7103,performing arts ec d,ECONOMICS,6
7104,person situation per,PSYCHOLOGY,6
7105,philos q,PHILOSOPHY,6
7106,phys rev a,NATURAL SCIENCES,6
7107,policy anal int ec,ECONOMICS,6
7108,political ec conflic,ECONOMICS,6
7109,political ec democra,ECONOMICS,6
7110,political ec labour,ECONOMICS,6
7111,political ec war,ECONOMICS,6
7112,political economy co,ECONOMICS,6
7113,politics work daily,POLSCIENCE,6
7114,polity,POLSCIENCE,6
7115,population dev searc,DEMOGRAPHY,6
7116,population villes eu,DEMOGRAPHY,6
7117,power u cal e,DK,6
7118,pr,DK,6
7119,pr newswire,MEDIA,6
7120,pr1,DK,6
7121,precautionary saving,ECONOMICS,6
7122,preface democratic t,POLSCIENCE,6
7123,presidents assemblie,POLSCIENCE,6
7124,price,ECONOMICS,6
7125,price expectations b,ECONOMICS,6
7126,pricing options stoc,FINANCE,6
7127,principles ec course,ECONOMICS,6
7128,principles ec intro,ECONOMICS,6
7129,principles money,ECONOMICS,6
7130,principles neural sc,HEALTH,6
7131,principles public,PUBLIC POL,6
7132,priori information t,STATISTICS,6
7133,private capital mark,FINANCE,6
7134,privatization decisi,BUSINESS,6
7135,probability theory i,STATISTICS,6
7136,probit anal,STATISTICS,6
7137,probit analysis,STATISTICS,6
7138,proc r soc lon ser-a,GENERAL SCIENTIFIC,6
7139,process inflation fr,ECONOMICS,6
7140,programme growth,ECONOMICS,6
7141,prop exp world trad,ECONOMICS,6
7142,psychol today,PSYCHOLOGY,6
7143,psychon b rev,PSYCHOLOGY,6
7144,publ i stat u paris,STATISTICS,6
7145,public admin,POLSCIENCE,6
7146,public ec quality li,OTHER,6
7147,public finance q,PUBLIC POL,6
7148,publication natl bur,ECONOMICS,6
7149,publications e tenne,DK,6
7150,purchasing,DK,6
7151,qual quant,DK,6
7152,quality competition,ECONOMICS,6
7153,quantitative analysi,DK,6
7154,quart rev,DK,6
7155,railroad transportat,URBAN STUDIES,6
7156,railroads am economi,URBAN STUDIES,6
7157,readings industrial,BUSINESS,6
7158,readings money natio,ECONOMICS,6
7159,real business cycles,ECONOMICS,6
7160,reappraisal federal,ECONOMICS,6
7161,reconstruction macro,DK,6
7162,refinements nash equ,ECONOMICS,6
7163,register shipping,DK,6
7164,regression anal coun,STATISTICS,6
7165,rehovot c economic g,ECONOMICS,6
7166,rep nat reg sci,GENERAL SCIENTIFIC,6
7167,rep royal comm ind c,BUSINESS,6
7168,repeated moral hazar,ECONOMICS,6
7169,res int business fin,BUSINESS,6
7170,res popul ecol,GENERAL SCIENTIFIC,6
7171,resampling based mul,STATISTICS,6
7172,restriction output u,ECONOMICS,6
7173,retirement pensions,PUBLIC POL,6
7174,rev econ studies jun,ECONOMICS,6
7175,rev economia,ECONOMICS,6
7176,rev env econ policy,NATURAL SCIENCES,6
7177,rev i int stat,STATISTICS,6
7178,rev income wealt mar,ECONOMICS,6
7179,rev mois,DK,6
7180,revealed preference,ECONOMICS,6
7181,revolution corporate,BUSINESS,6
7182,rise financial capit,FINANCE,6
7183,risk management insu,FINANCE,6
7184,roaring 90s can full,ECONOMICS,6
7185,rural dev china,URBAN STUDIES,6
7186,rutgers law rev,LAW,6
7187,santa fe i studies s,DK,6
7188,scandinavian j econo,ECONOMICS,6
7189,sch soc,DK,6
7190,sci modern world,GENERAL SCIENTIFIC,6
7191,search excellence,BUSINESS,6
7192,search excess overco,DK,6
7193,search monetary cons,ECONOMICS,6
7194,seasonal anal ec tim,ECONOMICS,6
7195,seats votes effects,POLSCIENCE,6
7196,sec exch comm,FINANCE,6
7197,securities markets,FINANCE,6
7198,security anal multiy,FINANCE,6
7199,security analysis pr,FINANCE,6
7200,service economy,ECONOMICS,6
7201,sex segregation work,SOCIOLOGY,6
7202,sex transm dis,HEALTH,6
7203,sfb u bonn,DK,6
7204,siam j,DK,6
7205,signs,DK,6
7206,simple formulas stan,DK,6
7207,simulation methods t,DK,6
7208,simultaneous equatio,MATHEMATICS,6
7209,sinn indexzahlen,ECONOMICS,6
7210,small business ec,BUSINESS,6
7211,small sample propert,STATISTICS,6
7212,smoothing techniques,MATHEMATICS,6
7213,smoothing time serie,STATISTICS,6
7214,soc hist med,HEALTH,6
7215,soc sec adm off r,HEALTH,6
7216,social control busin,BUSINESS,6
7217,social expt,SOCIOLOGY,6
7218,social framework,SOCIOLOGY,6
7219,social origins dicta,POLSCIENCE,6
7220,social process,SOCIOLOGY,6
7221,social security pers,HEALTH,6
7222,socialism,POLSCIENCE,6
7223,socialist economy,ECONOMICS,6
7224,socialist system pol,POLSCIENCE,6
7225,socioeconomic backgr,SOCIOLOGY,6
7226,sociol forum,SOCIOLOGY,6
7227,sovereign defa unpub,ECONOMICS,6
7228,sovereignty bay,ECONOMICS,6
7229,sozialwissenschaftli,SOCIOLOGY,6
7230,spatial dynamics us,URBAN STUDIES,6
7231,specification anal l,DK,6
7232,speculation hedging,FINANCE,6
7233,ssri workshop series,PUBLIC POL,6
7234,stability theory dif,MATHEMATICS,6
7235,stabilization employ,ECONOMICS,6
7236,stabilizing dollar,ECONOMICS,6
7237,stanf u res ctr,DK,6
7238,stanf u res ctr e,ECONOMICS,6
7239,stat abstr isr,ECONOMICS,6
7240,stat estimation asym,STATISTICS,6
7241,stat inc corp inc ta,ECONOMICS,6
7242,stat inference stoch,STATISTICS,6
7243,stat norw,DK,6
7244,stat rep,DK,6
7245,state space models r,MATHEMATICS,6
7246,statistical j,STATISTICS,6
7247,statistical principl,STATISTICS,6
7248,statistical studies,STATISTICS,6
7249,statistical theory e,STATISTICS,6
7250,statistics probabili,STATISTICS,6
7251,statistiques etude o,STATISTICS,6
7252,sticerd,ECONOMICS,6
7253,stochastic models so,STATISTICS,6
7254,stochastics,STATISTICS,6
7255,stock market economi,FINANCE,6
7256,stockh sch ec,ECONOMICS,6
7257,strategic delay barg,ECONOMICS,6
7258,strategy group choic,SOCIOLOGY,6
7259,streetwise race clas,SOCIOLOGY,6
7260,structure monetarism,ECONOMICS,6
7261,structure pricing co,ECONOMICS,6
7262,stud pap,DK,6
7263,studies dynamic ec e,ECONOMICS,6
7264,studies ec transport,URBAN STUDIES,6
7265,studies ECONOMICStr,URBAN STUDIES,6
7266,studies int taxation,ECONOMICS,6
7267,studies intersectora,BUSINESS,6
7268,studies pure theory,DK,6
7269,study mutual funds,FINANCE,6
7270,study week econometr,ECONOMICS,6
7271,sufficient condition,DK,6
7272,supply side effects,ECONOMICS,6
7273,surv current bus,BUSINESS,6
7274,surv methodol,STATISTICS,6
7275,survey consumer fina,STATISTICAL DATA,6
7276,survey current b jan,BUSINESS,6
7277,survey current b jun,BUSINESS,6
7278,survey modern algebr,MATHEMATICS,6
7279,survey sampling,STATISTICS,6
7280,syst control lett,GENERAL SCIENTIFIC,6
7281,system,DK,6
7282,tables integrals ser,MATHEMATICS,6
7283,tacit dimension,PHILOSOPHY,6
7284,takeovers their rele,BUSINESS,6
7285,tanner lect human va,PHILOSOPHY,6
7286,tariff competition c,ECONOMICS,6
7287,tax progressivity and income inequality,ECONOMICS,6
7288,taxation global ec,ECONOMICS,6
7289,tech pap,DK,6
7290,technical report,DK,6
7291,technical studies,DK,6
7292,technology capital f,ECONOMICS,6
7293,technology transfer,ECONOMICS,6
7294,tel av u,DK,6
7295,telecommunications d,COMMUNICATION,6
7296,temporary natl ec co,ECONOMICS,6
7297,test independence ba,STATISTICS,6
7298,testing factor model,FINANCE,6
7299,the cost of capital to a public utility,ECONOMICS,6
7300,theoretical aspects,DK,6
7301,theoretical in press,DK,6
7302,theoretische sozialo,ECONOMICS,6
7303,theories distributiv,ECONOMICS,6
7304,theory applications,DK,6
7305,theory economic plan,ECONOMICS,6
7306,theory equations,DK,6
7307,theory interest dete,FINANCE,6
7308,theory intersectoral,ECONOMICS,6
7309,theory price uncerta,ECONOMICS,6
7310,theory spatial prici,ECONOMICS,6
7311,thesis caltech,DK,6
7312,thesis cambridge,DK,6
7313,thesis chicago,DK,6
7314,thesis hebrew u,DK,6
7315,thesis mass i tech,DK,6
7316,thesis northwestern,DK,6
7317,thesis pennsylvania,DK,6
7318,thesis stanford u st,DK,6
7319,thesis u manchester,DK,6
7320,thesis u oregon,DK,6
7321,thesis vanderbilt u,DK,6
7322,tiden,MEDIA,6
7323,time series theory m,STATISTICS,6
7324,tob control,HEALTH,6
7325,trade dev,ECONOMICS,6
7326,trade employment dev,ECONOMICS,6
7327,trade ind policy can,ECONOMICS,6
7328,trade policies int c,ECONOMICS,6
7329,traffic world,BUSINESS,6
7330,treasury,STATISTICAL DATA,6
7331,trends am ec 19th ce,ECONOMICS,6
7332,trends natural resou,NATURAL SCIENCES,6
7333,trigonometric series,MATHEMATICS,6
7334,trop med int health,HEALTH,6
7335,truth trusts,BUSINESS,6
7336,u brist,DK,6
7337,u cal agr hist ct,AGRICULTURE,6
7338,u cal dep ec dis,ECONOMICS,6
7339,u chic,DK,6
7340,u coll lond dis,DK,6
7341,u ex,DK,6
7342,u mich,DK,6
7343,u minn ctr ec r,ECONOMICS,6
7344,u tor,DK,6
7345,u warw disc pap,DK,6
7346,u york,DK,6
7347,ulysses sirens,HISTORY,6
7348,uneasy compromise pr,ECONOMICS,6
7349,unemployment hystere,ECONOMICS,6
7350,unpub buffer stock s,FINANCE,6
7351,unpub changes relati,DK,6
7352,unpub communication,COMMUNICATION,6
7353,unpub competitive pr,ECONOMICS,6
7354,unpub default renego,FINANCE,6
7355,unpub designing hiri,BUSINESS,6
7356,unpub determinants p,DK,6
7357,unpub does competiti,DK,6
7358,unpub durable goods,ECONOMICS,6
7359,unpub efficient asce,DK,6
7360,unpub efficient mech,DK,6
7361,unpub empirical mode,DK,6
7362,unpub equilibrium as,DK,6
7363,unpub equilibrium pr,DK,6
7364,unpub estimation non,STATISTICS,6
7365,unpub exchange rates,FINANCE,6
7366,unpub feasible imple,DK,6
7367,unpub game theoretic,ECONOMICS,6
7368,unpub informal insur,DK,6
7369,unpub investigation,DK,6
7370,unpub j banking fina,FINANCE,6
7371,unpub jun world bank,ECONOMICS,6
7372,unpub large sharehol,BUSINESS,6
7373,unpub long term comp,DK,6
7374,unpub market structu,DK,6
7375,unpub markov perfect,STATISTICS,6
7376,unpub minimum wages,ECONOMICS,6
7377,unpub optimal portfo,FINANCE,6
7378,unpub owner occupied,DK,6
7379,unpub positive theor,DK,6
7380,unpub price discrimi,ECONOMICS,6
7381,unpub strategic trad,FINANCE,6
7382,unpub structural cha,DK,6
7383,unpub wealth accumul,ECONOMICS,6
7384,urban ec theory land,URBAN STUDIES,6
7385,us bur min,GENERAL SCIENTIFIC,6
7386,us dep jus,LAW,6
7387,us dep lab b,STATISTICAL DATA,6
7388,us ind relations 195,BUSINESS,6
7389,us investor,FINANCE,6
7390,us today,MEDIA,6
7391,usda tech b,AGRICULTURE,6
7392,utility analysis agg,ECONOMICS,6
7393,utility theories mea,ECONOMICS,6
7394,vaccines,HEALTH,6
7395,value capital rent,ECONOMICS,6
7396,valuing hlth policy,HEALTH,6
7397,variable rare unpub,FINANCE,6
7398,versuch neuen theori,DK,6
7399,vie ouvriere,MEDIA,6
7400,vneshnyaya torgovlya,ECONOMICS,6
7401,voice equality civic,POLSCIENCE,6
7402,wages income uk 1860,STATISTICAL DATA,6
7403,wages prices profits,ECONOMICS,6
7404,war time pattern sav,ECONOMICS,6
7405,water resource dev,NATURAL SCIENCES,6
7406,wave democratizati,POLSCIENCE,6
7407,weighing goods,PHILOSOPHY,6
7408,welfare work policie,ECONOMICS,6
7409,weltwirtschaftli jul,ECONOMICS,6
7410,wesen hauptinhalt th,DK,6
7411,western economic dec,ECONOMICS,6
7412,why do firms underta,BUSINESS,6
7413,why poor people stay,SOCIOLOGY,6
7414,wiley ser probab st,STATISTICS,6
7415,wirtschaft gesellsch,ECONOMICS,6
7416,wirtschaftsprognose,ECONOMICS,6
7417,women dont ask: negotiation and the gender divide,SOCIOLOGY,6
7418,works d ricardo,ECONOMICS,6
7419,world bank work p,ECONOMICS,6
7420,world bank working p,ECONOMICS,6
7421,world commodities wo,ECONOMICS,6
7422,world ec order past,ECONOMICS,6
7423,world oil,NATURAL SCIENCES,6
7424,worlds food,AGRICULTURE,6
7425,y,DK,6
7426,years ec measurem,ECONOMICS,6
7427,z nationalokonom jun,ECONOMICS,6
7428,1926,DK,5
7429,1940,DK,5
7430,198,DK,5
7431,1985 us en outl,STATISTICAL DATA,5
7432,1996,DK,5
7433,1998,DK,5
7434,2000,DK,5
7435,2011,DK,5
7436,2nd p int s inf theo,GENERAL SCIENTIFIC,5
7437,9,DK,5
7438,90,DK,5
7439,9th p ann m ind rel,ECONOMICS,5
7440,aaii j,FINANCE,5
7441,abstr brit hist stat,STATISTICAL DATA,5
7442,abstract brit histor,HISTORY,5
7443,abstract inference,STATISTICS,5
7444,account org soc,BUSINESS,5
7445,acquisitive soc,PHILOSOPHY,5
7446,acta appl math,MATHEMATICS,5
7447,actividad economica,ECONOMICS,5
7448,actuarial study,FINANCE,5
7449,adaptive control pro,GENERAL SCIENTIFIC,5
7450,admission am trade u,ECONOMICS,5
7451,adv applied microeco,ECONOMICS,5
7452,adv ec theory econom,ECONOMICS,5
7453,adv econometrics non,ECONOMICS,5
7454,adv econometrics qua,ECONOMICS,5
7455,adv genetic programm,HEALTH,5
7456,adv monetary ec,ECONOMICS,5
7457,adverse selection cr,ECONOMICS,5
7458,aea readings price t,ECONOMICS,5
7459,aer                s,ECONOMICS,5
7460,aer pap p,ECONOMICS,5
7461,afr affairs,POLSCIENCE,5
7462,agenda nation,DK,5
7463,agr ec rep,ECONOMICS,5
7464,agrarian structure p,AGRICULTURE,5
7465,agriculture developm,AGRICULTURE,5
7466,airline regulation a,LAW,5
7467,aktuelni problemi ek,ECONOMICS,5
7468,all the news that's fit to sell: how the market transforms information into news,FINANCE,5
7469,allocation income ho,ECONOMICS,5
7470,almost sure converge,STATISTICS,5
7471,altruism ec,ECONOMICS,5
7472,am challenge,HISTORY,5
7473,am distribution inco,STATISTICAL DATA,5
7474,am ec growth standar,ECONOMICS,5
7475,am ec policy 1980s,ECONOMICS,5
7476,am federation labor,ECONOMICS,5
7477,am j med,HEALTH,5
7478,am pol sci rev,POLSCIENCE,5
7479,am political ec macr,ECONOMICS,5
7480,am public finance,PUBLIC POL,5
7481,am rev respir dis,HEALTH,5
7482,am role world ec,ECONOMICS,5
7483,am slavic e european,POLSCIENCE,5
7484,am soc rev,SOCIOLOGY,5
7485,am sociol,SOCIOLOGY,5
7486,am stake int investm,FINANCE,5
7487,am voter,POLSCIENCE,5
7488,an ec rev,ECONOMICS,5
7489,anal record yields y,FINANCE,5
7490,anal solution intere,DK,5
7491,anal superfund ec sc,OTHER,5
